"Deaths by age and sex (Annual-Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Total Both Sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Total all ages","Neonatal","Post-neonatal","Infant","1-4 years","5-9 years","10-14 years","15-19 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-54 years","55-59 years","60-64 years","65-69 years","70-74 years","75-79 years","80-84 years","85-89 years","90-94 years","95-99 years","100 years and over","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over","Median age at death"
1948,17286,0,0,1350,390,144,138,198,264,255,249,309,387,546,711,1050,1629,2181,2277,2211,1671,906,318,72,27,1350,201,87,51,51,54,27,27,24,15,27,24,24,30,27,30,36,36,54,42,57,48,66,42,54,51,57,48,57,42,45,42,60,48,51,57,69,57,60,72,60,66,96,81,78,84,96,102,135,126,141,99,156,141,177,159,210,192,243,249,276,255,312,381,402,438,393,432,453,468,453,405,459,483,474,447,486,423,471,381,405,339,372,282,276,228,228,162,177,111,90,72,66,54,39,21,21,12,12,6,27,67.4
1949,17580,0,0,1470,435,132,108,189,222,213,246,333,375,570,786,1011,1548,2148,2523,2211,1668,951,342,87,12,1470,210,102,75,42,39,30,21,27,15,18,24,21,21,21,18,39,42,33,54,33,48,45,42,54,45,42,45,39,42,42,48,48,57,54,69,66,48,75,75,75,69,84,87,63,120,87,93,138,129,150,126,171,147,192,135,198,204,237,234,297,261,300,327,363,450,372,387,468,468,513,414,528,546,522,456,465,405,447,438,363,339,324,354,291,249,225,183,144,144,108,69,78,63,27,30,18,15,12,9,12,67.9
1950,18084,879,483,1365,330,132,96,180,219,198,228,333,378,570,747,1074,1566,2241,2598,2373,1872,1080,381,105,15,1365,165,78,54,36,27,30,21,33,21,18,21,21,15,24,21,30,39,36,51,39,39,51,45,45,42,39,30,48,36,33,42,45,51,57,57,69,60,75,69,81,45,84,81,84,96,102,108,126,141,165,117,120,171,174,180,201,204,246,246,264,270,336,336,360,453,405,438,432,519,510,420,585,534,543,480,504,417,516,459,474,366,369,318,342,282,258,216,168,153,132,84,69,54,39,30,39,15,9,12,15,68.8
1951,18837,855,519,1374,327,132,87,159,216,225,234,309,417,591,804,1113,1650,2226,2727,2562,2019,1149,405,96,18,1374,162,69,60,36,39,33,24,15,21,24,18,12,18,15,33,21,27,36,42,51,33,45,42,48,48,42,39,45,51,48,48,39,57,45,54,57,57,72,69,63,87,87,90,87,96,105,129,117,150,150,147,159,162,186,177,210,207,243,276,279,261,363,369,378,423,417,426,471,489,567,525,552,549,534,576,546,465,483,492,438,432,405,384,360,318,279,222,183,147,114,105,90,51,39,42,15,18,12,9,21,69.1
1952,18897,846,630,1476,363,138,108,135,195,222,219,330,399,582,849,1047,1545,2229,2709,2685,2019,1191,354,87,15,1476,177,81,63,42,30,36,27,27,21,21,21,24,18,21,24,21,33,30,27,39,42,39,36,39,33,45,54,54,39,42,42,54,42,42,69,63,57,66,72,72,75,84,78,87,105,111,111,117,138,138,141,216,177,177,168,192,204,255,228,252,240,339,345,369,417,420,465,462,462,510,504,567,573,558,594,579,522,492,498,474,417,408,363,360,324,291,219,186,168,105,84,84,54,30,33,21,18,12,3,15,69.2
1953,18354,813,522,1335,330,123,111,144,201,189,213,255,432,627,801,1080,1485,2133,2688,2616,2037,1056,390,96,18,1335,135,84,69,39,27,21,18,33,24,21,27,24,15,24,24,27,21,39,36,45,33,36,45,45,33,30,39,36,48,54,33,54,48,27,42,39,42,63,72,75,72,96,90,99,111,105,123,135,153,123,108,198,183,189,150,195,231,267,237,240,228,318,324,375,405,363,414,453,492,507,450,543,600,585,561,564,507,525,462,447,390,420,420,360,267,258,219,162,147,135,75,75,60,42,33,30,15,9,9,15,69.4
1954,18876,810,495,1302,336,129,84,141,225,234,216,267,354,549,786,1077,1566,2112,2727,2853,2124,1266,411,102,15,1302,147,78,72,39,45,33,21,18,12,18,9,18,21,21,18,24,30,33,39,45,51,42,48,36,51,45,42,51,48,45,33,45,45,45,39,48,51,60,69,51,51,81,78,90,99,99,111,126,117,141,123,153,180,189,144,225,204,231,267,342,228,300,339,357,402,405,402,420,480,486,450,561,585,648,618,630,522,576,504,507,384,432,381,417,333,309,243,207,174,111,99,96,57,48,33,21,18,18,12,18,70.1
1955,19224,819,546,1365,318,132,99,153,189,183,195,285,366,594,870,1095,1452,2169,2745,3003,2196,1275,423,108,15,1365,153,75,54,39,30,30,33,18,21,24,15,18,18,27,21,33,30,36,30,36,36,36,45,36,33,36,42,39,33,42,36,33,36,45,57,51,51,54,72,66,63,78,75,81,108,108,126,114,138,138,165,174,174,216,234,201,198,222,243,249,255,297,288,357,408,381,432,492,459,504,498,561,570,612,648,615,579,603,555,519,420,426,393,441,345,276,249,210,192,150,90,57,75,48,33,30,21,15,12,18,70.3
